loan_id,Predictions
364342,0.0
332854,0.0
695410,1.0
573921,1.0
765928,1.0
803092,1.0
802622,0.0
491836,0.0
94910,0.0
598415,0.0
339201,1.0
951629,1.0
690353,0.0
688200,0.0
249471,0.0
686734,1.0
52379,1.0
387922,0.0
415995,0.0
276573,0.0
424182,0.0
963446,1.0
662084,0.0
208112,1.0
873521,0.0
278431,0.0
85723,1.0
582682,0.0
978612,1.0
891262,1.0
730155,0.0
75063,0.0
945355,0.0
423598,1.0
129675,1.0
842475,1.0
500676,1.0
124119,1.0
908234,1.0
667415,1.0
767173,1.0
732401,0.0
730190,0.0
815538,0.0
677102,1.0
769321,0.0
922808,1.0
246564,1.0
883303,0.0
479531,0.0
210189,1.0
551535,0.0
513954,1.0
314835,0.0
395975,0.0
291767,1.0
552836,0.0
545468,1.0
360967,0.0
94203,0.0
932429,0.0
629142,0.0
219551,0.0
24659,0.0
176236,1.0
285163,0.0
957739,0.0
93533,0.0
166554,0.0
677975,1.0
604947,0.0
220386,0.0
759632,0.0
695618,0.0
850657,0.0
35172,0.0
330852,0.0
276586,0.0
789594,1.0
295682,0.0
353720,1.0
285493,1.0
554624,1.0
960831,0.0
654699,1.0
225769,0.0
780881,0.0
506104,1.0
322906,1.0
187990,1.0
699791,0.0
233086,0.0
521884,0.0
790965,0.0
752006,1.0
923025,0.0
654246,1.0
49686,1.0
973577,1.0
998496,1.0
444449,0.0
2011,0.0
711927,0.0
922277,0.0
144679,0.0
132565,0.0
738722,0.0
821978,0.0
686871,0.0
336183,1.0
20851,0.0
136038,0.0
990470,1.0
122268,1.0
508643,1.0
201506,1.0
99642,1.0
787295,1.0
435080,0.0
318694,0.0
317886,0.0
74253,0.0
791913,1.0
113744,1.0
311598,0.0
198974,0.0
214846,0.0
371466,0.0
172933,1.0
836919,1.0
712442,1.0
390404,0.0
663314,1.0
995148,0.0
521535,0.0
488066,1.0
930809,0.0
58166,0.0
105259,1.0
452557,0.0
19985,1.0
633050,1.0
371667,0.0
320081,1.0
373897,0.0
748560,1.0
91367,0.0
534468,0.0
852394,0.0
783817,0.0
764425,0.0
936261,0.0
13763,0.0
827248,0.0
481092,0.0
933626,1.0
615717,1.0
848979,0.0
498375,0.0
297060,1.0
532311,0.0
263657,0.0
946128,1.0
842239,0.0
914074,0.0
862082,0.0
590299,0.0
485219,0.0
860512,0.0
240082,0.0
499423,1.0
921456,0.0
583681,0.0
162914,0.0
492244,0.0
303945,0.0
969008,1.0
314598,0.0
38514,0.0
390453,1.0
67088,0.0
754140,1.0
776001,0.0
885394,1.0
730295,1.0
359051,0.0
61120,1.0
807816,0.0
449010,0.0
213845,0.0
149220,1.0
671027,1.0
975789,1.0
262610,0.0
58130,0.0
154345,1.0
920159,1.0
371946,0.0
644097,0.0
140469,0.0
932787,0.0
663584,1.0
203486,1.0
453607,1.0
239253,0.0
192331,0.0
997217,0.0
622706,0.0
795228,1.0
881347,1.0
387857,0.0
874511,0.0
640541,0.0
293258,0.0
438785,1.0
395906,0.0
877027,0.0
828120,0.0
867810,0.0
944065,0.0
347441,1.0
324465,0.0
664724,0.0
210886,0.0
7692,0.0
863561,0.0
568492,0.0
14822,0.0
739769,0.0
232682,0.0
879803,0.0
323224,1.0
586924,0.0
955188,1.0
567582,1.0
719489,0.0
687253,0.0
420283,0.0
370134,1.0
389837,1.0
390502,0.0
533660,1.0
134775,1.0
257120,0.0
128351,1.0
937896,1.0
76949,0.0
201285,0.0
907927,1.0
187091,0.0
587095,1.0
237701,1.0
373764,0.0
885699,0.0
615595,0.0
90651,1.0
237819,0.0
38121,0.0
739197,1.0
897319,0.0
949954,1.0
352214,0.0
903921,0.0
913818,0.0
569582,0.0
927988,1.0
855478,1.0
17241,1.0
203236,1.0
399977,1.0
326726,1.0
848224,0.0
803945,1.0
979685,0.0
276718,0.0
106292,0.0
855898,1.0
555290,1.0
600760,0.0
696864,1.0
687820,0.0
77454,0.0
933136,1.0
886763,0.0
345887,1.0
152890,0.0
622721,0.0
98469,1.0
632278,0.0
900087,0.0
400241,0.0
528082,0.0
473589,0.0
998161,1.0
541498,0.0
76205,0.0
345137,1.0
852851,0.0
226983,0.0
720100,0.0
481118,0.0
810053,0.0
863572,1.0
488992,0.0
490660,1.0
830908,0.0
267970,0.0
657037,0.0
875980,0.0
67460,0.0
893084,0.0
347147,1.0
108117,1.0
694102,0.0
610082,0.0
454122,1.0
272726,0.0
857099,1.0
436580,1.0
2082,0.0
217321,0.0
226347,0.0
859457,0.0
802865,0.0
160358,1.0
200987,0.0
712379,0.0
748314,1.0
911315,0.0
997388,1.0
150175,0.0
872787,0.0
644783,0.0
528329,0.0
288541,0.0
845503,1.0
992417,1.0
406984,0.0
513993,0.0
525862,0.0
606878,0.0
551356,1.0
599814,0.0
470398,1.0
555126,1.0
885399,0.0
689559,1.0
800487,1.0
707879,1.0
983591,1.0
771169,1.0
778918,0.0
509879,1.0
283349,0.0
326068,0.0
586334,0.0
942112,0.0
877716,0.0
427951,0.0
962305,0.0
315857,0.0
440819,0.0
803283,1.0
621185,1.0
305618,1.0
868371,0.0
959051,0.0
128459,0.0
487289,1.0
457557,0.0
896258,0.0
94613,0.0
580540,0.0
589888,0.0
265300,0.0
302903,0.0
985229,0.0
798329,1.0
742681,0.0
758777,0.0
69279,0.0
223831,0.0
762740,0.0
626332,0.0
362209,0.0
246881,0.0
308454,0.0
562869,1.0
285432,0.0
163240,0.0
806409,1.0
780585,0.0
608351,1.0
802055,0.0
137680,0.0
974507,0.0
587427,0.0
859420,1.0
980535,0.0
663988,1.0
636664,0.0
760750,0.0
579164,0.0
339290,0.0
270730,1.0
621456,1.0
661143,0.0
582866,1.0
192116,0.0
750973,0.0
308139,0.0
809983,1.0
719605,1.0
484509,1.0
567171,0.0
467606,0.0
769400,1.0
665929,0.0
243928,0.0
884541,0.0
104788,0.0
873694,1.0
774391,1.0
996213,1.0
239000,0.0
126525,0.0
366938,0.0
123871,1.0
281869,1.0
59168,0.0
618855,1.0
792911,0.0
411997,1.0
310352,1.0
906711,1.0
485566,0.0
605713,1.0
20776,0.0
234386,0.0
185529,0.0
929331,0.0
744435,0.0
644788,0.0
210642,1.0
861864,0.0
803438,0.0
213097,0.0
494833,0.0
266441,0.0
957799,0.0
186658,0.0
317012,1.0
426391,1.0
930707,0.0
944685,0.0
744758,0.0
271042,1.0
214424,0.0
228772,1.0
958499,1.0
475363,0.0
924529,1.0
932465,0.0
725567,0.0
724884,0.0
725735,1.0
77565,0.0
587927,0.0
620671,0.0
736229,1.0
443727,0.0
619738,0.0
570906,0.0
20714,0.0
222113,1.0
601240,0.0
49184,0.0
986984,1.0
417807,0.0
721743,0.0
207021,0.0
708706,1.0
540933,0.0
83924,0.0
516813,0.0
422451,1.0
24407,0.0
477159,1.0
694957,0.0
742460,0.0
998633,0.0
428204,0.0
336865,1.0
102332,1.0
564728,1.0
826224,1.0
807252,0.0
257626,0.0
951731,0.0
483331,0.0
748505,0.0
588288,0.0
129128,0.0
540751,1.0
223956,0.0
235181,1.0
918784,0.0
652969,0.0
442187,0.0
286355,1.0
914399,0.0
780026,0.0
1811,0.0
559950,1.0
526841,1.0
857647,1.0
219674,0.0
742885,1.0
319827,0.0
726169,0.0
231375,1.0
569171,0.0
692894,1.0
397980,0.0
769350,0.0
59928,1.0
700011,0.0
432998,1.0
704853,0.0
683462,0.0
964196,0.0
54225,1.0
302565,0.0
917229,0.0
66104,1.0
246932,1.0
3428,0.0
51747,1.0
912415,1.0
882639,0.0
366914,0.0
142964,1.0
714487,0.0
955169,1.0
100228,0.0
469442,1.0
601745,0.0
592175,0.0
699137,0.0
888324,0.0
115803,0.0
874327,1.0
921855,1.0
606006,0.0
857453,0.0
748063,0.0
492066,0.0
191780,0.0
726090,0.0
387210,0.0
771953,0.0
744492,1.0
496970,1.0
909563,1.0
847420,0.0
288647,0.0
342562,1.0
957583,0.0
874356,1.0
847693,0.0
639094,1.0
219150,0.0
776911,0.0
641624,0.0
2364,0.0
738166,0.0
427746,0.0
964412,0.0
509583,1.0
439225,0.0
407248,1.0
433640,1.0
800989,0.0
834037,1.0
624110,1.0
885884,1.0
564960,0.0
975351,1.0
191522,1.0
997187,1.0
893509,0.0
511878,0.0
260988,0.0
662275,1.0
887840,1.0
275785,1.0
451098,0.0
179027,1.0
737761,1.0
641623,0.0
114264,0.0
249209,0.0
293385,0.0
69956,0.0
480603,1.0
98875,0.0
613842,0.0
296449,0.0
20006,0.0
938434,0.0
806710,0.0
74780,1.0
577232,0.0
480775,1.0
833720,1.0
235497,0.0
890726,0.0
778856,0.0
380545,0.0
174454,0.0
465263,0.0
133156,0.0
484978,0.0
365115,0.0
834048,0.0
304373,1.0
643085,0.0
155831,1.0
316162,1.0
113003,0.0
225006,1.0
805494,1.0
653000,1.0
763721,0.0
982008,0.0
933156,0.0
559815,1.0
494518,0.0
100940,1.0
100025,1.0
132207,0.0
422704,1.0
221729,1.0
705929,0.0
464225,0.0
727350,1.0
357825,0.0
464062,0.0
682381,0.0
320584,0.0
851745,0.0
505882,0.0
892895,0.0
115371,0.0
299558,0.0
146628,0.0
932864,0.0
842369,0.0
393599,0.0
62393,1.0
177431,1.0
594682,0.0
585189,0.0
588934,0.0
431635,0.0
747688,0.0
471211,1.0
370188,1.0
285303,0.0
687950,0.0
837015,0.0
232242,0.0
154385,0.0
348397,0.0
194182,0.0
517477,1.0
331235,1.0
113053,0.0
456782,1.0
766307,0.0
233203,0.0
6532,0.0
317895,1.0
596330,1.0
964843,0.0
725120,0.0
645491,0.0
811890,1.0
820927,0.0
943780,1.0
474037,1.0
118576,1.0
566168,0.0
137480,1.0
850885,0.0
620652,0.0
641170,0.0
188560,1.0
399750,0.0
728681,1.0
615968,0.0
171331,0.0
676278,1.0
373245,1.0
379183,0.0
847633,1.0
204571,0.0
816385,1.0
358999,0.0
721319,0.0
157875,1.0
384103,0.0
348654,0.0
44710,1.0
187068,1.0
377429,0.0
839455,1.0
36328,1.0
268790,0.0
914358,0.0
227327,0.0
195976,0.0
432869,0.0
305191,0.0
879974,0.0
399491,1.0
114745,1.0
26426,0.0
319745,0.0
791775,0.0
32822,0.0
908848,1.0
431280,0.0
117049,0.0
370239,1.0
385263,0.0
989032,0.0
792464,1.0
410121,1.0
390421,1.0
234874,1.0
735782,1.0
744161,0.0
576584,1.0
98981,1.0
4826,1.0
993019,1.0
135212,0.0
267841,0.0
511747,0.0
410334,0.0
954248,0.0
424558,1.0
337240,0.0
124634,0.0
730281,0.0
541517,0.0
989736,0.0
519978,1.0
13125,0.0
425422,0.0
519191,1.0
981738,1.0
38250,1.0
387570,0.0
414567,0.0
700925,1.0
786403,1.0
424991,0.0
667224,0.0
580313,1.0
18966,1.0
339554,0.0
813790,0.0
734393,1.0
170661,0.0
575808,0.0
32044,0.0
230700,1.0
339092,0.0
499478,0.0
16746,0.0
503581,0.0
840239,0.0
500510,0.0
219407,0.0
597432,1.0
513190,1.0
89429,1.0
128514,0.0
60188,1.0
923680,1.0
91854,0.0
145173,0.0
894646,0.0
975770,0.0
911849,0.0
113332,1.0
947233,0.0
166978,0.0
753767,1.0
77072,1.0
943101,0.0
959332,0.0
495468,0.0
561573,1.0
392401,1.0
513745,0.0
101010,0.0
173626,0.0
312266,1.0
556054,0.0
865578,0.0
654442,0.0
624702,1.0
34907,0.0
951873,1.0
972102,0.0
127196,0.0
225270,0.0
460205,1.0
727783,1.0
694662,0.0
253237,0.0
649681,0.0
620119,0.0
754349,1.0
827741,0.0
258418,0.0
44902,1.0
489526,0.0
669836,0.0
53200,1.0
249310,0.0
772521,1.0
116431,1.0
95977,0.0
261403,0.0
273882,0.0
857178,1.0
134718,0.0
656863,1.0
685598,0.0
720161,0.0
55191,0.0
882391,0.0
862943,0.0
920273,1.0
923371,0.0
864198,0.0
408273,0.0
900385,1.0
535077,0.0
708447,0.0
75759,1.0
742660,1.0
698677,0.0
926989,1.0
514645,0.0
501046,0.0
330106,0.0
849620,0.0
618797,0.0
669089,0.0
858477,0.0
3568,0.0
790929,1.0
734694,0.0
184391,0.0
634581,0.0
198266,0.0
597458,1.0
380701,1.0
349517,0.0
689413,1.0
316823,0.0
65015,0.0
805183,0.0
752503,0.0
700170,0.0
558093,0.0
16035,1.0
445911,0.0
229089,0.0
159968,0.0
415169,1.0
818714,0.0
353775,0.0
322459,0.0
188723,1.0
755558,1.0
734032,1.0
276945,0.0
567082,0.0
86840,0.0
208130,1.0
410096,0.0
728799,0.0
262331,1.0
328892,0.0
331400,0.0
676694,0.0
573422,0.0
507721,0.0
44260,1.0
471221,0.0
807741,0.0
771745,1.0
809132,1.0
994056,1.0
507256,0.0
361051,1.0
268575,0.0
92568,0.0
949633,0.0
890917,0.0
214314,1.0
131936,0.0
12386,1.0
282359,1.0
590917,1.0
920956,1.0
191211,0.0
60314,1.0
59844,0.0
401403,1.0
368585,1.0
11687,1.0
180966,0.0
480546,0.0
285733,0.0
821620,0.0
825500,0.0
728341,1.0
291678,1.0
412844,0.0
870298,0.0
291838,0.0
522959,0.0
765422,1.0
911007,1.0
870162,1.0
533057,0.0
790461,1.0
490122,0.0
593591,0.0
706498,0.0
749975,0.0
652028,0.0
738883,0.0
893391,1.0
793193,0.0
413441,0.0
925406,1.0
356413,0.0
778128,0.0
834728,0.0
898440,0.0
750575,0.0
995397,1.0
880342,0.0
131772,1.0
721099,0.0
511270,1.0
374966,1.0
366541,0.0
394184,1.0
955877,0.0
612890,0.0
469764,1.0
46010,0.0
553048,0.0
591805,1.0
276628,0.0
676024,0.0
118404,0.0
963220,0.0
362787,0.0
675875,0.0
541456,1.0
778874,0.0
63407,1.0
265390,1.0
543446,0.0
754269,0.0
196680,1.0
387517,0.0
638540,1.0
872932,1.0
80917,0.0
107256,1.0
102867,0.0
722920,0.0
974799,0.0
58070,1.0
324277,0.0
537738,1.0
45813,1.0
443963,0.0
25838,0.0
327607,0.0
591266,0.0
985690,0.0
679326,1.0
265708,0.0
900966,0.0
565322,0.0
963006,0.0
818228,1.0
416245,0.0
756564,0.0
158308,1.0
208762,0.0
212032,0.0
993373,0.0
913641,1.0
934389,0.0
210803,1.0
677300,0.0
376255,0.0
394099,1.0
70694,0.0
660370,0.0
359520,0.0
915353,0.0
912325,0.0
381840,0.0
871333,0.0
217504,0.0
991052,1.0
959426,1.0
302193,0.0
402412,0.0
92292,1.0
36022,0.0
803126,1.0
534752,0.0
512423,1.0
170996,0.0
249937,0.0
579948,0.0
210951,1.0
318233,0.0
340877,0.0
931462,0.0
853093,0.0
16309,0.0
776299,1.0
62802,0.0
417311,0.0
841136,0.0
43032,0.0
734539,0.0
184798,0.0
759540,0.0
6603,0.0
695172,1.0
281150,0.0
28180,1.0
458752,0.0
789257,1.0
109635,0.0
143864,0.0
841169,1.0
310496,1.0
260941,1.0
631769,0.0
196368,0.0
938483,0.0
626909,1.0
562653,0.0
920407,0.0
776389,0.0
742786,0.0
506557,1.0
901642,0.0
120898,1.0
415661,0.0
559660,1.0
255744,1.0
838836,1.0
705543,0.0
798454,1.0
952407,0.0
668547,0.0
510656,1.0
530354,0.0
740212,1.0
283007,0.0
800368,0.0
874848,1.0
68667,1.0
21124,0.0
999845,1.0
669594,1.0
629989,0.0
699388,0.0
852434,0.0
581197,1.0
609188,0.0
957854,0.0
749677,0.0
788549,0.0
281448,0.0
496797,0.0
466783,1.0
145945,0.0
930083,1.0
837155,0.0
470688,0.0
882551,1.0
570953,0.0
813899,0.0
432119,0.0
523312,0.0
263907,0.0
579678,0.0
673690,0.0
498076,0.0
710042,1.0
115711,1.0
579313,1.0
982419,0.0
416476,0.0
600739,0.0
513914,1.0
884915,1.0
360844,1.0
273146,0.0
368405,0.0
703205,0.0
573658,1.0
378629,1.0
329049,1.0
24991,0.0
226334,0.0
877256,1.0
202356,1.0
313193,1.0
170636,0.0
521887,0.0
824730,1.0
825077,0.0
245829,1.0
774281,0.0
170268,1.0
793124,0.0
453162,0.0
508527,1.0
699377,0.0
222119,0.0
377098,1.0
61482,1.0
366298,0.0
401701,1.0
105432,1.0
200842,0.0
767958,0.0
107833,1.0
579633,1.0
572666,0.0
633594,1.0
572775,0.0
279016,0.0
990361,0.0
610066,0.0
760970,0.0
993114,0.0
55665,1.0
152811,0.0
777498,1.0
900283,0.0
774122,1.0
895599,1.0
957369,0.0
732183,0.0
312339,0.0
470714,0.0
235780,0.0
572991,0.0
496634,0.0
828048,0.0
394960,0.0
799242,0.0
832673,1.0
372925,0.0
921953,0.0
690827,0.0
714261,0.0
984142,0.0
715104,0.0
990773,0.0
863070,1.0
238702,0.0
621975,1.0
286949,1.0
642563,0.0
469930,0.0
657820,0.0
462886,0.0
434578,0.0
32599,0.0
883757,0.0
649220,1.0
627229,1.0
412148,1.0
586293,0.0
671712,0.0
972784,1.0
942518,0.0
173729,1.0
389789,0.0
186309,1.0
350783,1.0
768242,0.0
56195,0.0
773617,1.0
828089,1.0
641387,0.0
431310,0.0
390917,1.0
162788,0.0
198193,0.0
787749,1.0
882077,1.0
11465,0.0
96308,0.0
828017,0.0
973152,0.0
553537,1.0
934779,1.0
475069,1.0
949998,0.0
179213,0.0
256060,0.0
744823,1.0
429354,0.0
75954,1.0
681201,1.0
578253,0.0
227308,1.0
689782,1.0
279699,0.0
400614,0.0
584486,0.0
774761,0.0
765654,0.0
589364,0.0
744729,1.0
344961,0.0
503870,1.0
246590,0.0
531008,1.0
384850,1.0
438183,1.0
132996,0.0
413002,1.0
397067,0.0
696815,1.0
6473,0.0
561081,0.0
963620,0.0
100562,0.0
801793,1.0
304534,1.0
169672,0.0
19302,0.0
805734,0.0
219332,0.0
6163,1.0
500462,1.0
836616,0.0
839323,1.0
408295,0.0
211356,1.0
186696,0.0
791063,0.0
67326,0.0
873317,0.0
226216,0.0
593408,1.0
131027,0.0
136650,0.0
201938,0.0
894211,0.0
720536,0.0
31176,0.0
207894,0.0
260464,0.0
922670,0.0
185851,1.0
325487,1.0
842064,1.0
202269,0.0
482296,0.0
324222,1.0
161754,0.0
306630,0.0
771624,1.0
749078,1.0
630879,0.0
894865,0.0
401057,0.0
172381,0.0
813370,0.0
179331,0.0
969267,0.0
888082,1.0
856831,0.0
561907,0.0
277338,1.0
977091,1.0
174525,0.0
450753,1.0
622153,0.0
998427,1.0
138423,0.0
864437,0.0
741305,0.0
176009,1.0
867454,0.0
101991,0.0
313350,1.0
527130,0.0
295364,0.0
519844,0.0
903483,0.0
14122,0.0
446877,1.0
833251,0.0
610408,0.0
890520,0.0
326572,0.0
127707,1.0
639402,1.0
935967,0.0
80769,0.0
587875,1.0
151266,1.0
621751,0.0
611424,0.0
771954,0.0
474862,0.0
339796,1.0
450220,0.0
50755,0.0
605098,1.0
362130,0.0
124817,0.0
477482,0.0
879558,0.0
937501,0.0
251479,1.0
778174,0.0
759867,0.0
96154,0.0
880529,0.0
244561,1.0
218618,1.0
946625,0.0
258479,0.0
230200,0.0
403571,1.0
201745,0.0
905286,1.0
48630,0.0
227988,0.0
868503,0.0
257905,0.0
796279,0.0
677209,0.0
439669,0.0
769531,1.0
132296,0.0
776489,0.0
442151,0.0
917517,0.0
839942,0.0
857355,0.0
564427,1.0
963937,0.0
991659,1.0
117743,0.0
206206,1.0
237855,1.0
121998,0.0
174452,0.0
820313,0.0
538066,0.0
664517,0.0
62490,0.0
952753,1.0
172768,1.0
227582,0.0
273541,0.0
740072,1.0
79386,1.0
568101,1.0
625483,0.0
948974,0.0
105184,0.0
280892,1.0
944550,0.0
452585,0.0
146511,0.0
908379,0.0
926155,0.0
454184,0.0
882701,0.0
9756,0.0
137418,0.0
197733,1.0
949896,0.0
763593,1.0
320975,0.0
912944,1.0
454670,0.0
697341,0.0
277302,0.0
580435,0.0
574487,1.0
495705,0.0
588817,0.0
997959,1.0
136017,0.0
111030,0.0
614137,0.0
911872,1.0
113466,0.0
746504,0.0
311554,0.0
124602,1.0
689758,0.0
508282,1.0
418682,0.0
939326,0.0
519288,0.0
595925,0.0
554689,0.0
672230,0.0
785769,0.0
952606,0.0
845273,0.0
277497,0.0
787921,0.0
839304,0.0
489410,1.0
526856,0.0
951218,0.0
316880,0.0
844906,0.0
762791,0.0
670312,0.0
831410,1.0
752398,0.0
312707,0.0
498812,0.0
371044,0.0
799864,1.0
516443,0.0
636673,1.0
892912,0.0
468366,0.0
207584,1.0
530362,0.0
415155,1.0
774571,0.0
690447,1.0
376143,1.0
104704,1.0
502032,0.0
795019,0.0
127268,1.0
562625,0.0
20047,0.0
398269,1.0
636899,0.0
211671,0.0
637183,0.0
890925,1.0
303910,0.0
22747,0.0
726186,0.0
807526,1.0
411075,0.0
697329,1.0
734398,0.0
129111,1.0
955083,0.0
200028,1.0
949922,0.0
171372,0.0
598970,1.0
813,0.0
377736,0.0
431529,0.0
365846,0.0
891359,1.0
939028,1.0
888114,0.0
416104,1.0
407930,1.0
528364,0.0
900346,0.0
163052,0.0
30401,0.0
287010,0.0
921117,0.0
328266,0.0
14211,0.0
92584,1.0
7743,0.0
576492,1.0
450587,0.0
809159,0.0
247997,1.0
625341,0.0
816158,0.0
635243,1.0
365809,0.0
346591,0.0
153813,0.0
441258,0.0
371223,1.0
962093,1.0
266629,0.0
572607,0.0
10729,1.0
570984,0.0
113234,0.0
153835,0.0
694830,0.0
976140,0.0
867431,0.0
959409,1.0
792910,0.0
935783,1.0
849745,0.0
420633,0.0
742916,0.0
644215,0.0
101673,0.0
324282,0.0
116799,0.0
851687,0.0
332227,1.0
262513,1.0
835967,1.0
797843,1.0
220896,0.0
340153,0.0
905822,1.0
668830,0.0
614197,0.0
31394,1.0
78754,0.0
213506,1.0
612609,0.0
458706,0.0
576660,1.0
773167,1.0
988725,0.0
669786,0.0
295695,0.0
151067,0.0
991380,1.0
711965,0.0
102488,0.0
520904,0.0
32008,1.0
343086,0.0
930589,1.0
595840,0.0
341822,0.0
137969,1.0
334861,0.0
248536,0.0
652678,1.0
667401,0.0
390701,1.0
154682,0.0
787909,0.0
980041,0.0
131931,0.0
817254,0.0
107821,0.0
94869,1.0
72888,0.0
522451,0.0
82849,0.0
163669,0.0
949398,0.0
393377,0.0
708870,0.0
624160,0.0
624390,0.0
749909,1.0
531453,1.0
458392,0.0
803211,0.0
974303,0.0
931640,1.0
424377,1.0
840960,0.0
491852,1.0
188650,1.0
780997,0.0
41273,0.0
582002,0.0
961377,0.0
132385,0.0
176053,0.0
220105,1.0
813359,0.0
652287,0.0
623690,0.0
328957,1.0
579422,0.0
250928,1.0
955942,0.0
571282,1.0
682586,1.0
754728,0.0
176458,1.0
588301,1.0
339449,0.0
618318,0.0
708480,1.0
220307,1.0
58430,0.0
990425,1.0
374414,1.0
409387,0.0
40345,0.0
472624,0.0
25343,0.0
408850,0.0
228087,1.0
608581,1.0
994935,1.0
675113,1.0
421341,0.0
133420,1.0
332246,0.0
881472,1.0
735260,1.0
816720,0.0
830639,0.0
380505,0.0
116419,0.0
307961,0.0
684481,0.0
457626,0.0
139378,0.0
477709,0.0
215275,0.0
121280,0.0
139289,0.0
421224,0.0
194699,0.0
573326,1.0
331518,0.0
882770,0.0
654970,1.0
542408,0.0
781767,1.0
45376,1.0
291845,0.0
799529,0.0
656745,1.0
851927,1.0
236093,0.0
894186,1.0
896051,0.0
896961,1.0
508332,0.0
834796,1.0
385804,0.0
68645,0.0
309206,0.0
87991,0.0
348313,0.0
166148,1.0
108140,1.0
319766,0.0
913847,1.0
666122,1.0
